TIME,UID,COMM,PID,TID,RET,EVENT,ARGS,CLASS
04:07:05:021899,33,zip,10208,10208,0,sched_process_exec,"cmdpath: /usr/bin/zip, pathname: /usr/bin/zip, dev: 8388611, inode: 1443211, ctime: 1721354246873955972, inode_mode: 33261, interpreter_pathname: <nil>, interpreter_dev: <nil>, interpreter_inode: <nil>, interpreter_ctime: <nil>, argv: [zip -h], interp: /usr/bin/zip, stdin_type: S_IFIFO, stdin_path: , invoked_from_kernel: 0, prev_comm: sh, env: <nil>",3
04:07:05:025245,33,sh,10209,10209,0,sched_process_exec,"cmdpath: /bin/sh, pathname: /usr/bin/dash, dev: 8388611, inode: 1441994, ctime: 1721354245362217420, inode_mode: 33261, interpreter_pathname: <nil>, interpreter_dev: <nil>, interpreter_inode: <nil>, interpreter_ctime: <nil>, argv: [sh -c unzip --help], interp: /bin/sh, stdin_type: S_IFIFO, stdin_path: , invoked_from_kernel: 0, prev_comm: apache2, env: <nil>",3
04:07:05:026873,33,unzip,10210,10210,0,sched_process_exec,"cmdpath: /usr/bin/unzip, pathname: /usr/bin/unzip, dev: 8388611, inode: 1443060, ctime: 1721354246761975155, inode_mode: 33261, interpreter_pathname: <nil>, interpreter_dev: <nil>, interpreter_inode: <nil>, interpreter_ctime: <nil>, argv: [unzip --help], interp: /usr/bin/unzip, stdin_type: S_IFIFO, stdin_path: , invoked_from_kernel: 0, prev_comm: sh, env: <nil>",3
04:07:05:043501,33,sh,10211,10211,0,sched_process_exec,"cmdpath: /bin/sh, pathname: /usr/bin/dash, dev: 8388611, inode: 1441994, ctime: 1721354245362217420, inode_mode: 33261, interpreter_pathname: <nil>, interpreter_dev: <nil>, interpreter_inode: <nil>, interpreter_ctime: <nil>, argv: [sh -c rar --version], interp: /bin/sh, stdin_type: S_IFIFO, stdin_path: , invoked_from_kernel: 0, prev_comm: apache2, env: <nil>",3
04:07:05:045971,33,sh,10212,10212,0,sched_process_exec,"cmdpath: /bin/sh, pathname: /usr/bin/dash, dev: 8388611, inode: 1441994, ctime: 1721354245362217420, inode_mode: 33261, interpreter_pathname: <nil>, interpreter_dev: <nil>, interpreter_inode: <nil>, interpreter_ctime: <nil>, argv: [sh -c unrar], interp: /bin/sh, stdin_type: S_IFIFO, stdin_path: , invoked_from_kernel: 0, prev_comm: apache2, env: <nil>",3
04:07:05:048329,33,sh,10213,10213,0,sched_process_exec,"cmdpath: /bin/sh, pathname: /usr/bin/dash, dev: 8388611, inode: 1441994, ctime: 1721354245362217420, inode_mode: 33261, interpreter_pathname: <nil>, interpreter_dev: <nil>, interpreter_inode: <nil>, interpreter_ctime: <nil>, argv: [sh -c 7za], interp: /bin/sh, stdin_type: S_IFIFO, stdin_path: , invoked_from_kernel: 0, prev_comm: apache2, env: <nil>",3
04:07:05:051511,33,sh,10214,10214,0,sched_process_exec,"cmdpath: /bin/sh, pathname: /usr/bin/dash, dev: 8388611, inode: 1441994, ctime: 1721354245362217420, inode_mode: 33261, interpreter_pathname: <nil>, interpreter_dev: <nil>, interpreter_inode: <nil>, interpreter_ctime: <nil>, argv: [sh -c ffmpeg -version], interp: /bin/sh, stdin_type: S_IFIFO, stdin_path: , invoked_from_kernel: 0, prev_comm: apache2, env: <nil>",3
04:07:05:062955,33,apache2,8361,8361,0,security_inode_unlink,"pathname: /srv/www/wordpress/wp-content/plugins/wp-file-manager/lib/files/reverse_shell.php, inode: 791017, dev: 8388611, ctime: 1741067815878549610",3
04:07:05:063459,33,apache2,8361,8361,0,chown,"pathname: /srv/www/wordpress/wp-content/plugins/wp-file-manager/lib/files/reverse_shell.php, owner: 33, group: 33",3
04:07:05:063498,33,apache2,8361,8361,0,chmod,"pathname: /srv/www/wordpress/wp-content/plugins/wp-file-manager/lib/files/reverse_shell.php, mode: S_IFREG|S_IRUSR|S_IWUSR",3
04:07:05:063513,33,apache2,8361,8361,0,security_inode_unlink,"pathname: /tmp/systemd-private-feac145c0688475180ebad04f21e69fd-apache2.service-KXlKR6/tmp/php6u6VvG, inode: 917575, dev: 8388611, ctime: 1741165625057149676",3
04:07:05:063551,33,apache2,8361,8361,0,chmod,"pathname: /srv/www/wordpress/wp-content/plugins/wp-file-manager/lib/files/reverse_shell.php, mode: S_IRUSR|S_IWUSR|S_IRGRP|S_IROTH",3
04:07:05:064573,33,apache2,8361,8361,0,security_inode_unlink,"pathname: /srv/www/wordpress/wp-content/plugins/wp-file-manager/lib/php/.tmp/elfreq17457a1fe6959, inode: 791021, dev: 8388611, ctime: 1741165625055149661",3
04:07:05:065048,33,apache2,8361,8361,0,security_inode_unlink,"pathname: /srv/www/wordpress/wp-content/plugins/wp-file-manager/lib/php/.tmp/l1_Lw.lock, inode: 791097, dev: 8388611, ctime: 1741165625056149668",3
04:07:08:819397,0,lxd,2645,2661,0,security_socket_connect,"sockfd: 28, type: SOCK_STREAM, remote_addr: map[sa_family:AF_UNIX sun_path:]",0
04:07:08:820366,0,lxd,2645,3641,0,security_socket_connect,"sockfd: 28, type: SOCK_STREAM, remote_addr: map[sa_family:AF_UNIX sun_path:]",0
04:07:08:829060,0,lxd,2645,3641,0,fchown,"fd: 28, owner: 0, group: 0",0
04:07:08:830397,0,lxd,2645,3641,0,security_inode_unlink,"pathname: /var/snap/lxd/common/lxd/database/local.db-journal, inode: 2241056, dev: 8388611, ctime: 1741165628828178373",0
04:07:09:624104,101,systemd-resolve,689,689,0,security_socket_connect,"sockfd: 11, type: SOCK_DGRAM, remote_addr: map[sa_family:AF_INET sin_addr:192.168.29.2 sin_port:53]",0
04:07:09:624344,101,systemd-resolve,689,689,0,net_packet_dns_request,"metadata: {192.168.29.168 192.168.29.2 46601 53 17 75 any}, dns_questions: [{connectivity-check.ubuntu.com AAAA IN}]",0
04:07:11:631352,0,swapper/3,0,0,0,net_packet_dns_response,"metadata: {192.168.29.2 192.168.29.168 53 46601 17 523 any}, dns_response: [{{connectivity-check.ubuntu.com AAAA IN} [{AAAA 5 2620:2d:4000:1::2a} {AAAA 5 2620:2d:4000:1::22} {AAAA 5 2620:2d:4000:1::96} {AAAA 5 2620:2d:4002:1::197} {AAAA 5 2620:2d:4000:1::97} {AAAA 5 2620:2d:4000:1::2b} {AAAA 5 2001:67c:1562::23} {AAAA 5 2620:2d:4000:1::98} {AAAA 5 2620:2d:4002:1::196} {AAAA 5 2001:67c:1562::24} {AAAA 5 2620:2d:4002:1::198} {AAAA 5 2620:2d:4000:1::23}]}]",0
04:07:11:634790,0,NetworkManager,900,900,0,security_socket_connect,"sockfd: 28, type: SOCK_STREAM, remote_addr: map[sa_family:AF_INET6 sin6_addr:2620:2d:4000:1::2a sin6_flowinfo:0 sin6_port:80 sin6_scopeid:0]",0
04:07:11:635143,0,NetworkManager,900,900,0,security_socket_connect,"sockfd: 28, type: SOCK_STREAM, remote_addr: map[sa_family:AF_INET6 sin6_addr:2620:2d:4000:1::22 sin6_flowinfo:0 sin6_port:80 sin6_scopeid:0]",0
04:07:11:635271,0,NetworkManager,900,900,0,security_socket_connect,"sockfd: 28, type: SOCK_STREAM, remote_addr: map[sa_family:AF_INET6 sin6_addr:2620:2d:4000:1::96 sin6_flowinfo:0 sin6_port:80 sin6_scopeid:0]",0
04:07:11:635386,0,NetworkManager,900,900,0,security_socket_connect,"sockfd: 28, type: SOCK_STREAM, remote_addr: map[sa_family:AF_INET6 sin6_addr:2620:2d:4002:1::197 sin6_flowinfo:0 sin6_port:80 sin6_scopeid:0]",0
04:07:11:635473,0,NetworkManager,900,900,0,security_socket_connect,"sockfd: 28, type: SOCK_STREAM, remote_addr: map[sa_family:AF_INET6 sin6_addr:2620:2d:4000:1::97 sin6_flowinfo:0 sin6_port:80 sin6_scopeid:0]",0
04:07:11:635557,0,NetworkManager,900,900,0,security_socket_connect,"sockfd: 28, type: SOCK_STREAM, remote_addr: map[sa_family:AF_INET6 sin6_addr:2620:2d:4000:1::2b sin6_flowinfo:0 sin6_port:80 sin6_scopeid:0]",0
04:07:11:635806,0,NetworkManager,900,900,0,security_socket_connect,"sockfd: 28, type: SOCK_STREAM, remote_addr: map[sa_family:AF_INET6 sin6_addr:2001:67c:1562::23 sin6_flowinfo:0 sin6_port:80 sin6_scopeid:0]",0
04:07:11:635922,0,NetworkManager,900,900,0,security_socket_connect,"sockfd: 28, type: SOCK_STREAM, remote_addr: map[sa_family:AF_INET6 sin6_addr:2620:2d:4000:1::98 sin6_flowinfo:0 sin6_port:80 sin6_scopeid:0]",0
04:07:11:636088,0,NetworkManager,900,900,0,security_socket_connect,"sockfd: 28, type: SOCK_STREAM, remote_addr: map[sa_family:AF_INET6 sin6_addr:2620:2d:4002:1::196 sin6_flowinfo:0 sin6_port:80 sin6_scopeid:0]",0
04:07:11:636178,0,NetworkManager,900,900,0,security_socket_connect,"sockfd: 28, type: SOCK_STREAM, remote_addr: map[sa_family:AF_INET6 sin6_addr:2001:67c:1562::24 sin6_flowinfo:0 sin6_port:80 sin6_scopeid:0]",0
04:07:11:636376,0,NetworkManager,900,900,0,security_socket_connect,"sockfd: 28, type: SOCK_STREAM, remote_addr: map[sa_family:AF_INET6 sin6_addr:2620:2d:4002:1::198 sin6_flowinfo:0 sin6_port:80 sin6_scopeid:0]",0
04:07:11:636478,0,NetworkManager,900,900,0,security_socket_connect,"sockfd: 28, type: SOCK_STREAM, remote_addr: map[sa_family:AF_INET6 sin6_addr:2620:2d:4000:1::23 sin6_flowinfo:0 sin6_port:80 sin6_scopeid:0]",0
04:07:13:071243,0,NetworkManager,900,10215,0,security_socket_connect,"sockfd: 30, type: SOCK_DGRAM, remote_addr: map[sa_family:AF_INET sin_addr:127.0.0.53 sin_port:53]",0
04:07:13:071423,0,NetworkManager,900,10215,0,net_packet_dns_request,"metadata: {127.0.0.1 127.0.0.53 59300 53 17 86 any}, dns_questions: [{connectivity-check.ubuntu.com A IN}]",0
04:07:13:071739,0,NetworkManager,900,10215,0,net_packet_dns_request,"metadata: {127.0.0.1 127.0.0.53 59300 53 17 86 any}, dns_questions: [{connectivity-check.ubuntu.com AAAA IN}]",0
04:07:13:071848,0,NetworkManager,900,10215,0,net_packet_dns_request,"metadata: {127.0.0.1 127.0.0.53 59300 53 17 86 any}, dns_questions: [{connectivity-check.ubuntu.com AAAA IN}]",0
04:07:13:072253,101,systemd-resolve,689,689,0,security_socket_connect,"sockfd: 11, type: SOCK_DGRAM, remote_addr: map[sa_family:AF_INET sin_addr:192.168.29.2 sin_port:53]",0
04:07:13:072360,101,systemd-resolve,689,689,0,net_packet_dns_request,"metadata: {192.168.29.168 192.168.29.2 52018 53 17 75 any}, dns_questions: [{connectivity-check.ubuntu.com A IN}]",0
04:07:13:073625,101,systemd-resolve,689,689,0,net_packet_dns_response,"metadata: {127.0.0.53 127.0.0.1 53 59300 17 534 any}, dns_response: [{{connectivity-check.ubuntu.com AAAA IN} [{AAAA 3 2620:2d:4000:1::96} {AAAA 3 2620:2d:4002:1::196} {AAAA 3 2620:2d:4000:1::22} {AAAA 3 2620:2d:4000:1::97} {AAAA 3 2001:67c:1562::23} {AAAA 3 2620:2d:4000:1::98} {AAAA 3 2620:2d:4000:1::23} {AAAA 3 2620:2d:4002:1::198} {AAAA 3 2620:2d:4000:1::2a} {AAAA 3 2620:2d:4000:1::2b} {AAAA 3 2620:2d:4002:1::197} {AAAA 3 2001:67c:1562::24}]}]",0
04:07:13:073821,101,systemd-resolve,689,689,0,net_packet_dns_response,"metadata: {127.0.0.53 127.0.0.1 53 59300 17 534 any}, dns_response: [{{connectivity-check.ubuntu.com AAAA IN} [{AAAA 3 2620:2d:4000:1::96} {AAAA 3 2620:2d:4002:1::196} {AAAA 3 2620:2d:4000:1::22} {AAAA 3 2620:2d:4000:1::97} {AAAA 3 2001:67c:1562::23} {AAAA 3 2620:2d:4000:1::98} {AAAA 3 2620:2d:4000:1::23} {AAAA 3 2620:2d:4002:1::198} {AAAA 3 2620:2d:4000:1::2a} {AAAA 3 2620:2d:4000:1::2b} {AAAA 3 2620:2d:4002:1::197} {AAAA 3 2001:67c:1562::24}]}]",0
04:07:15:078110,0,swapper/3,0,0,0,net_packet_dns_response,"metadata: {192.168.29.2 192.168.29.168 53 52018 17 435 any}, dns_response: [{{connectivity-check.ubuntu.com A IN} [{A 5 185.125.190.17} {A 5 91.189.91.97} {A 5 185.125.190.49} {A 5 185.125.190.18} {A 5 91.189.91.96} {A 5 185.125.190.97} {A 5 185.125.190.98} {A 5 185.125.190.96} {A 5 91.189.91.49} {A 5 91.189.91.98} {A 5 185.125.190.48} {A 5 91.189.91.48}]}]",0
04:07:15:079197,101,systemd-resolve,689,689,0,net_packet_dns_response,"metadata: {127.0.0.53 127.0.0.1 53 59300 17 446 any}, dns_response: [{{connectivity-check.ubuntu.com A IN} [{A 5 185.125.190.17} {A 5 91.189.91.97} {A 5 185.125.190.49} {A 5 185.125.190.18} {A 5 91.189.91.96} {A 5 185.125.190.97} {A 5 185.125.190.98} {A 5 185.125.190.96} {A 5 91.189.91.49} {A 5 91.189.91.98} {A 5 185.125.190.48} {A 5 91.189.91.48}]}]",0
04:07:15:079242,101,systemd-resolve,689,689,0,net_packet_dns_response,"metadata: {127.0.0.53 127.0.0.1 53 59300 17 446 any}, dns_response: [{{connectivity-check.ubuntu.com A IN} [{A 5 185.125.190.17} {A 5 91.189.91.97} {A 5 185.125.190.49} {A 5 185.125.190.18} {A 5 91.189.91.96} {A 5 185.125.190.97} {A 5 185.125.190.98} {A 5 185.125.190.96} {A 5 91.189.91.49} {A 5 91.189.91.98} {A 5 185.125.190.48} {A 5 91.189.91.48}]}]",0
04:07:15:079573,0,NetworkManager,900,10215,0,security_socket_connect,"sockfd: 30, type: SOCK_DGRAM, remote_addr: map[sa_family:AF_INET6 sin6_addr:2620:2d:4000:1::96 sin6_flowinfo:0 sin6_port:80 sin6_scopeid:0]",0
04:07:15:079754,0,NetworkManager,900,10215,0,security_socket_connect,"sockfd: 30, type: SOCK_DGRAM, remote_addr: map[sa_family:AF_INET6 sin6_addr:2620:2d:4002:1::196 sin6_flowinfo:0 sin6_port:80 sin6_scopeid:0]",0
04:07:15:079776,0,NetworkManager,900,10215,0,security_socket_connect,"sockfd: 30, type: SOCK_DGRAM, remote_addr: map[sa_family:AF_INET6 sin6_addr:2620:2d:4000:1::22 sin6_flowinfo:0 sin6_port:80 sin6_scopeid:0]",0
04:07:15:079806,0,NetworkManager,900,10215,0,security_socket_connect,"sockfd: 30, type: SOCK_DGRAM, remote_addr: map[sa_family:AF_INET6 sin6_addr:2620:2d:4000:1::97 sin6_flowinfo:0 sin6_port:80 sin6_scopeid:0]",0
04:07:15:079824,0,NetworkManager,900,10215,0,security_socket_connect,"sockfd: 30, type: SOCK_DGRAM, remote_addr: map[sa_family:AF_INET6 sin6_addr:2001:67c:1562::23 sin6_flowinfo:0 sin6_port:80 sin6_scopeid:0]",0
04:07:15:079841,0,NetworkManager,900,10215,0,security_socket_connect,"sockfd: 30, type: SOCK_DGRAM, remote_addr: map[sa_family:AF_INET6 sin6_addr:2620:2d:4000:1::98 sin6_flowinfo:0 sin6_port:80 sin6_scopeid:0]",0
04:07:15:079857,0,NetworkManager,900,10215,0,security_socket_connect,"sockfd: 30, type: SOCK_DGRAM, remote_addr: map[sa_family:AF_INET6 sin6_addr:2620:2d:4000:1::23 sin6_flowinfo:0 sin6_port:80 sin6_scopeid:0]",0
04:07:15:079875,0,NetworkManager,900,10215,0,security_socket_connect,"sockfd: 30, type: SOCK_DGRAM, remote_addr: map[sa_family:AF_INET6 sin6_addr:2620:2d:4002:1::198 sin6_flowinfo:0 sin6_port:80 sin6_scopeid:0]",0
04:07:15:079891,0,NetworkManager,900,10215,0,security_socket_connect,"sockfd: 30, type: SOCK_DGRAM, remote_addr: map[sa_family:AF_INET6 sin6_addr:2620:2d:4000:1::2a sin6_flowinfo:0 sin6_port:80 sin6_scopeid:0]",0
04:07:15:079908,0,NetworkManager,900,10215,0,security_socket_connect,"sockfd: 30, type: SOCK_DGRAM, remote_addr: map[sa_family:AF_INET6 sin6_addr:2620:2d:4000:1::2b sin6_flowinfo:0 sin6_port:80 sin6_scopeid:0]",0
04:07:15:079925,0,NetworkManager,900,10215,0,security_socket_connect,"sockfd: 30, type: SOCK_DGRAM, remote_addr: map[sa_family:AF_INET6 sin6_addr:2620:2d:4002:1::197 sin6_flowinfo:0 sin6_port:80 sin6_scopeid:0]",0
04:07:15:079958,0,NetworkManager,900,10215,0,security_socket_connect,"sockfd: 30, type: SOCK_DGRAM, remote_addr: map[sa_family:AF_INET6 sin6_addr:2001:67c:1562::24 sin6_flowinfo:0 sin6_port:80 sin6_scopeid:0]",0
04:07:15:079971,0,NetworkManager,900,10215,0,security_socket_connect,"sockfd: 30, type: SOCK_DGRAM, remote_addr: map[sa_family:AF_INET sin_addr:185.125.190.17 sin_port:80]",0
04:07:15:079992,0,NetworkManager,900,10215,0,security_socket_connect,"sockfd: 30, type: SOCK_DGRAM, remote_addr: map[sa_family:AF_INET sin_addr:91.189.91.97 sin_port:80]",0
04:07:15:080006,0,NetworkManager,900,10215,0,security_socket_connect,"sockfd: 30, type: SOCK_DGRAM, remote_addr: map[sa_family:AF_INET sin_addr:185.125.190.49 sin_port:80]",0
04:07:15:080019,0,NetworkManager,900,10215,0,security_socket_connect,"sockfd: 30, type: SOCK_DGRAM, remote_addr: map[sa_family:AF_INET sin_addr:185.125.190.18 sin_port:80]",0
04:07:15:080032,0,NetworkManager,900,10215,0,security_socket_connect,"sockfd: 30, type: SOCK_DGRAM, remote_addr: map[sa_family:AF_INET sin_addr:91.189.91.96 sin_port:80]",0
04:07:15:080045,0,NetworkManager,900,10215,0,security_socket_connect,"sockfd: 30, type: SOCK_DGRAM, remote_addr: map[sa_family:AF_INET sin_addr:185.125.190.97 sin_port:80]",0
04:07:15:080058,0,NetworkManager,900,10215,0,security_socket_connect,"sockfd: 30, type: SOCK_DGRAM, remote_addr: map[sa_family:AF_INET sin_addr:185.125.190.98 sin_port:80]",0
04:07:15:080071,0,NetworkManager,900,10215,0,security_socket_connect,"sockfd: 30, type: SOCK_DGRAM, remote_addr: map[sa_family:AF_INET sin_addr:185.125.190.96 sin_port:80]",0
04:07:15:080084,0,NetworkManager,900,10215,0,security_socket_connect,"sockfd: 30, type: SOCK_DGRAM, remote_addr: map[sa_family:AF_INET sin_addr:91.189.91.49 sin_port:80]",0
04:07:15:080097,0,NetworkManager,900,10215,0,security_socket_connect,"sockfd: 30, type: SOCK_DGRAM, remote_addr: map[sa_family:AF_INET sin_addr:91.189.91.98 sin_port:80]",0
04:07:15:080110,0,NetworkManager,900,10215,0,security_socket_connect,"sockfd: 30, type: SOCK_DGRAM, remote_addr: map[sa_family:AF_INET sin_addr:185.125.190.48 sin_port:80]",0
04:07:15:080123,0,NetworkManager,900,10215,0,security_socket_connect,"sockfd: 30, type: SOCK_DGRAM, remote_addr: map[sa_family:AF_INET sin_addr:91.189.91.48 sin_port:80]",0
04:07:15:080436,0,NetworkManager,900,900,0,security_socket_connect,"sockfd: 28, type: SOCK_STREAM, remote_addr: map[sa_family:AF_INET6 sin6_addr:2620:2d:4000:1::96 sin6_flowinfo:0 sin6_port:80 sin6_scopeid:0]",0
04:07:15:080556,0,NetworkManager,900,900,0,security_socket_connect,"sockfd: 28, type: SOCK_STREAM, remote_addr: map[sa_family:AF_INET6 sin6_addr:2620:2d:4002:1::196 sin6_flowinfo:0 sin6_port:80 sin6_scopeid:0]",0
04:07:15:080603,0,NetworkManager,900,900,0,security_socket_connect,"sockfd: 28, type: SOCK_STREAM, remote_addr: map[sa_family:AF_INET6 sin6_addr:2620:2d:4000:1::22 sin6_flowinfo:0 sin6_port:80 sin6_scopeid:0]",0
04:07:15:080641,0,NetworkManager,900,900,0,security_socket_connect,"sockfd: 28, type: SOCK_STREAM, remote_addr: map[sa_family:AF_INET6 sin6_addr:2620:2d:4000:1::97 sin6_flowinfo:0 sin6_port:80 sin6_scopeid:0]",0
04:07:15:080677,0,NetworkManager,900,900,0,security_socket_connect,"sockfd: 28, type: SOCK_STREAM, remote_addr: map[sa_family:AF_INET6 sin6_addr:2001:67c:1562::23 sin6_flowinfo:0 sin6_port:80 sin6_scopeid:0]",0
04:07:15:080792,0,NetworkManager,900,900,0,security_socket_connect,"sockfd: 28, type: SOCK_STREAM, remote_addr: map[sa_family:AF_INET6 sin6_addr:2620:2d:4000:1::98 sin6_flowinfo:0 sin6_port:80 sin6_scopeid:0]",0
04:07:15:080841,0,NetworkManager,900,900,0,security_socket_connect,"sockfd: 28, type: SOCK_STREAM, remote_addr: map[sa_family:AF_INET6 sin6_addr:2620:2d:4000:1::23 sin6_flowinfo:0 sin6_port:80 sin6_scopeid:0]",0
04:07:15:080881,0,NetworkManager,900,900,0,security_socket_connect,"sockfd: 28, type: SOCK_STREAM, remote_addr: map[sa_family:AF_INET6 sin6_addr:2620:2d:4002:1::198 sin6_flowinfo:0 sin6_port:80 sin6_scopeid:0]",0
